1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,2
7,1,2
8,1,2
9,1,2
10,1,2
11,1,2
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,4
22,2,4
23,2,4
24,2,4
25,2,4
26,3,5
27,3,5
28,3,5
29,3,5
30,3,5
31,3,5
32,3,5
33,3,6
34,3,6
35,3,6
36,3,6
37,3,6
38,3,6
39,3,6
40,3,6
41,3,6
42,3,6
43,3,7
44,3,7
45,3,7
46,3,7
47,3,7
48,4,8
49,4,8
50,4,8
51,4,8
52,4,8
53,4,8
54,4,8
55,4,9
56,4,9
57,4,9
58,4,9
59,4,9
60,4,9
61,4,9
62,4,9
63,4,9
64,4,9
65,4,9
66,4,10
67,4,10
68,4,10
69,4,10
70,4,10
71,4,10
72,4,10
73,4,10
74,4,11
75,4,11
76,4,11
77,4,11
78,4,11
79,4,11
80,4,11
81,4,11
82,4,11
83,4,11
84,4,11
85,4,11
86,4,11
87,4,11
88,5,12
89,5,12
90,5,12
91,5,12
92,5,12
93,5,12
94,5,12
95,5,12
96,5,12
97,5,12
98,5,12
99,5,12
100,5,13
101,5,13
102,5,13
103,5,13
104,5,13
105,5,13
106,5,13
107,5,13
108,5,13
109,6,14
110,6,14
111,6,14
112,6,14
113,6,14
114,6,14
115,6,14
116,6,14
117,6,14
118,6,14
119,6,15
120,6,15
121,6,15
122,6,15
123,6,15
124,6,15
125,6,15
126,6,15
127,6,16
128,6,16
129,6,16
130,6,16
131,6,16
132,6,16
133,6,16
134,6,17
135,6,17
136,6,17
137,6,17
138,6,17
139,6,17
140,6,17
141,6,17
